kargo_id,satis_id,alici_adi,sehir,kargo_durumu,kargoya_verilis_tarihi,teslimat_tarihi
KRG-3406,3406,Cemre Y.,Balıkesir,Teslim Edildi,2025-11-23,2025-11-24
KRG-3407,3407,Caner B.,Antalya,Teslim Edildi,2025-11-24,2025-11-27
KRG-3408,3408,Ali M.,İstanbul,Teslim Edildi,2025-11-24,2025-11-27
KRG-3409,3409,Ali M.,Kocaeli,Teslim Edildi,2025-11-23,2025-11-25
KRG-3410,3410,Elif S.,Samsun,Teslim Edildi,2025-11-24,2025-11-25
KRG-3411,3411,Ayşe K.,Eskişehir,Teslim Edildi,2025-11-24,2025-11-25
KRG-3412,3412,Cemre Y.,Balıkesir,Teslim Edildi,2025-11-24,2025-11-27
KRG-3413,3413,Elif S.,Kocaeli,Teslim Edildi,2025-11-23,2025-11-25
KRG-3414,3414,Mehmet D.,Balıkesir,Teslim Edildi,2025-11-24,2025-11-27
KRG-3416,3416,Ali M.,Adana,Teslim Edildi,2025-11-23,2025-11-26
KRG-3417,3417,Burak T.,Samsun,Teslim Edildi,2025-11-23,2025-11-26
KRG-3418,3418,Ayşe K.,Ankara,Teslim Edildi,2025-11-23,2025-11-26
KRG-3419,3419,Ali M.,Samsun,İade Teslim Alındı,2025-11-23,2025-11-25
KRG-3420,3420,Ayşe K.,Adana,Teslim Edildi,2025-11-24,2025-11-25
KRG-3421,3421,Ali M.,Adana,Teslim Edildi,2025-11-24,2025-11-27
KRG-3422,3422,Caner B.,Bursa,Teslim Edildi,2025-11-25,2025-11-27
KRG-3423,3423,Fatma A.,Kocaeli,Teslim Edildi,2025-11-24,2025-11-25
KRG-3424,3424,Fatma A.,Kocaeli,İade Teslim Alındı,2025-11-25,2025-11-26
KRG-3425,3425,Ayşe K.,Balıkesir,Teslim Edildi,2025-11-24,2025-11-26
KRG-3426,3426,Zeynep C.,Samsun,Teslim Edildi,2025-11-25,2025-11-26
KRG-3427,3427,Cemre Y.,İzmir,Teslim Edildi,2025-11-24,2025-11-27
KRG-3428,3428,Cemre Y.,İzmir,Teslim Edildi,2025-11-24,2025-11-27
KRG-3429,3429,Elif S.,Ankara,Teslim Edildi,2025-11-25,2025-11-27
KRG-3430,3430,Cemre Y.,Kocaeli,Teslim Edildi,2025-11-25,2025-11-27
KRG-3431,3431,Zeynep C.,İstanbul,Teslim Edildi,2025-11-24,2025-11-25
KRG-3432,3432,Zeynep C.,Ankara,Teslim Edildi,2025-11-25,2025-11-26
KRG-3433,3433,Ahmet Y.,İzmir,Teslim Edildi,2025-11-25,2025-11-28
KRG-3434,3434,Burak T.,Eskişehir,Teslim Edildi,2025-11-25,2025-11-28
KRG-3435,3435,Caner B.,Ankara,Teslim Edildi,2025-11-25,2025-11-27
KRG-3436,3436,Cemre Y.,Samsun,Teslim Edildi,2025-11-26,2025-11-28
KRG-3437,3437,Ayşe K.,Balıkesir,İade Teslim Alındı,2025-11-25,2025-11-28
KRG-3439,3439,Zeynep C.,İzmir,Teslim Edildi,2025-11-26,2025-11-28
KRG-3440,3440,Ali M.,Ankara,Teslim Edildi,2025-11-25,2025-11-28
KRG-3441,3441,Elif S.,Kocaeli,Teslim Edildi,2025-11-26,2025-11-28
KRG-3442,3442,Cemre Y.,Antalya,Teslim Edildi,2025-11-26,2025-11-28
KRG-3443,3443,Zeynep C.,Balıkesir,Teslim Edildi,2025-11-26,2025-11-29
KRG-3444,3444,Cemre Y.,Adana,Teslim Edildi,2025-11-25,2025-11-28
KRG-3445,3445,Mehmet D.,İstanbul,Teslim Edildi,2025-11-26,2025-11-28
KRG-3446,3446,Fatma A.,Eskişehir,Teslim Edildi,2025-11-26,2025-11-27
KRG-3447,3447,Elif S.,Ankara,Teslim Edildi,2025-11-26,2025-11-29
KRG-3448,3448,Caner B.,Kocaeli,Teslim Edildi,2025-11-27,2025-11-28
KRG-3449,3449,Caner B.,Samsun,Teslim Edildi,2025-11-26,2025-11-27
KRG-3451,3451,Ali M.,İzmir,Teslim Edildi,2025-11-26,2025-11-28
KRG-3453,3453,Ahmet Y.,Balıkesir,Teslim Edildi,2025-11-26,2025-11-29
KRG-3455,3455,Zeynep C.,Antalya,Teslim Edildi,2025-11-26,2025-11-28
KRG-3457,3457,Ayşe K.,İzmir,Teslim Edildi,2025-11-28,2025-12-01
KRG-3458,3458,Elif S.,Ankara,Teslim Edildi,2025-11-27,2025-11-29
KRG-3459,3459,Elif S.,İzmir,Teslim Edildi,2025-11-28,2025-11-30
KRG-3460,3460,Ali M.,Ankara,Teslim Edildi,2025-11-27,2025-11-30
KRG-3461,3461,Burak T.,Ankara,Teslim Edildi,2025-11-27,2025-11-30
KRG-3462,3462,Ahmet Y.,İstanbul,Teslim Edildi,2025-11-29,2025-11-30
KRG-3463,3463,Fatma A.,Antalya,Teslim Edildi,2025-11-28,2025-11-29
KRG-3464,3464,Zeynep C.,Antalya,Teslim Edildi,2025-11-28,2025-12-01
KRG-3465,3465,Ali M.,Bursa,Teslim Edildi,2025-11-28,2025-11-29
KRG-3466,3466,Cemre Y.,Bursa,Teslim Edildi,2025-11-28,2025-12-01
KRG-3467,3467,Caner B.,Samsun,Teslim Edildi,2025-11-28,2025-11-29
KRG-3468,3468,Elif S.,Kocaeli,Teslim Edildi,2025-11-28,2025-11-30
KRG-3469,3469,Fatma A.,Antalya,İade Teslim Alındı,2025-11-28,2025-12-01
KRG-3470,3470,Burak T.,Samsun,Teslim Edildi,2025-11-29,2025-12-02
KRG-3471,3471,Fatma A.,Ankara,Teslim Edildi,2025-11-28,2025-12-01
KRG-3472,3472,Burak T.,Kocaeli,Teslim Edildi,2025-11-29,2025-11-30
KRG-3473,3473,Mehmet D.,Kocaeli,Teslim Edildi,2025-11-28,2025-11-30
KRG-3474,3474,Burak T.,İzmir,Teslim Edildi,2025-11-29,2025-12-01
KRG-3475,3475,Burak T.,Bursa,Teslim Edildi,2025-11-29,2025-11-30
KRG-3476,3476,Burak T.,İstanbul,Teslim Edildi,2025-11-30,2025-12-03
KRG-3477,3477,Elif S.,Eskişehir,Teslim Edildi,2025-11-29,2025-12-02
KRG-3478,3478,Caner B.,İstanbul,Teslim Edildi,2025-11-29,2025-12-02
KRG-3479,3479,Ahmet Y.,Antalya,Teslim Edildi,2025-11-30,2025-12-01
KRG-3480,3480,Ali M.,Bursa,Teslim Edildi,2025-11-30,2025-12-02
KRG-3481,3481,Cemre Y.,Balıkesir,Teslim Edildi,2025-11-29,2025-11-30
KRG-3482,3482,Ahmet Y.,Eskişehir,Teslim Edildi,2025-11-30,2025-12-02
KRG-3483,3483,Ali M.,Ankara,Teslim Edildi,2025-11-29,2025-11-30
KRG-3484,3484,Ali M.,Bursa,Teslim Edildi,2025-11-29,2025-11-30
KRG-3485,3485,Fatma A.,Antalya,Teslim Edildi,2025-11-30,2025-12-01
KRG-3487,3487,Ahmet Y.,İstanbul,Teslim Edildi,2025-11-29,2025-11-30
KRG-3488,3488,Ayşe K.,Adana,Teslim Edildi,2025-11-30,2025-12-03
KRG-3489,3489,Caner B.,Antalya,Teslim Edildi,2025-11-29,2025-12-02
KRG-3490,3490,Fatma A.,İstanbul,Teslim Edildi,2025-11-29,2025-11-30
KRG-3491,3491,Burak T.,İzmir,Teslim Edildi,2025-11-30,2025-12-03
KRG-3492,3492,Ayşe K.,Ankara,Teslim Edildi,2025-11-29,2025-12-02
KRG-3493,3493,Ahmet Y.,İstanbul,Teslim Edildi,2025-11-30,2025-12-03
KRG-3494,3494,Ayşe K.,Samsun,Teslim Edildi,2025-12-01,2025-12-04
KRG-3495,3495,Caner B.,Balıkesir,Teslim Edildi,2025-12-01,2025-12-03
KRG-3496,3496,Caner B.,Kocaeli,Teslim Edildi,2025-11-30,2025-12-03
KRG-3497,3497,Cemre Y.,Kocaeli,Teslim Edildi,2025-12-01,2025-12-02
KRG-3498,3498,Burak T.,Adana,Teslim Edildi,2025-12-01,2025-12-03
KRG-3499,3499,Ali M.,Adana,Teslim Edildi,2025-12-01,2025-12-04
KRG-3500,3500,Burak T.,Balıkesir,Teslim Edildi,2025-11-30,2025-12-02
KRG-3501,3501,Fatma A.,Samsun,Teslim Edildi,2025-11-30,2025-12-02
KRG-3502,3502,Zeynep C.,Balıkesir,Teslim Edildi,2025-12-01,2025-12-02
KRG-3503,3503,Elif S.,İzmir,Teslim Edildi,2025-11-30,2025-12-02
KRG-3504,3504,Ali M.,İzmir,İade Teslim Alındı,2025-12-01,2025-12-03
KRG-3506,3506,Zeynep C.,Adana,Teslim Edildi,2025-11-30,2025-12-01
KRG-3507,3507,Ahmet Y.,Kocaeli,Teslim Edildi,2025-11-30,2025-12-03
KRG-3508,3508,Mehmet D.,İstanbul,Teslim Edildi,2025-11-30,2025-12-03
KRG-3509,3509,Ahmet Y.,Antalya,Teslim Edildi,2025-11-30,2025-12-02
KRG-3510,3510,Ali M.,Kocaeli,Teslim Edildi,2025-11-30,2025-12-03
KRG-3511,3511,Zeynep C.,Kocaeli,Teslim Edildi,2025-12-01,2025-12-03
KRG-3512,3512,Ayşe K.,Ankara,Teslim Edildi,2025-12-02,2025-12-03
KRG-3513,3513,Ahmet Y.,İzmir,Teslim Edildi,2025-12-01,2025-12-03
KRG-3514,3514,Zeynep C.,Ankara,Teslim Edildi,2025-12-02,2025-12-04
KRG-3515,3515,Ali M.,Kocaeli,Teslim Edildi,2025-12-02,2025-12-05
KRG-3516,3516,Burak T.,İstanbul,Teslim Edildi,2025-12-02,2025-12-05
KRG-3517,3517,Caner B.,Adana,Teslim Edildi,2025-12-02,2025-12-05
KRG-3518,3518,Mehmet D.,İzmir,Teslim Edildi,2025-12-02,2025-12-03
KRG-3519,3519,Elif S.,Adana,Teslim Edildi,2025-12-02,2025-12-05
KRG-3520,3520,Elif S.,İzmir,Teslim Edildi,2025-12-02,2025-12-03
KRG-3521,3521,Ahmet Y.,Balıkesir,Teslim Edildi,2025-12-02,2025-12-05
KRG-3522,3522,Ahmet Y.,Antalya,Teslim Edildi,2025-12-02,2025-12-04
KRG-3523,3523,Ali M.,Kocaeli,Teslim Edildi,2025-12-02,2025-12-05
KRG-3524,3524,Cemre Y.,İzmir,Teslim Edildi,2025-12-02,2025-12-05
KRG-3525,3525,Elif S.,İstanbul,Teslim Edildi,2025-12-02,2025-12-05
KRG-3526,3526,Cemre Y.,Antalya,Teslim Edildi,2025-12-01,2025-12-04
KRG-3527,3527,Ali M.,Adana,Teslim Edildi,2025-12-01,2025-12-04
KRG-3528,3528,Ayşe K.,Bursa,Teslim Edildi,2025-12-02,2025-12-04
KRG-3529,3529,Mehmet D.,Adana,Teslim Edildi,2025-12-02,2025-12-03
KRG-3530,3530,Cemre Y.,Samsun,Teslim Edildi,2025-12-02,2025-12-05
KRG-3531,3531,Cemre Y.,Kocaeli,İade Teslim Alındı,2025-12-03,2025-12-05
KRG-3532,3532,Fatma A.,Ankara,Teslim Edildi,2025-12-02,2025-12-03
KRG-3533,3533,Mehmet D.,Kocaeli,Teslim Edildi,2025-12-03,2025-12-06
KRG-3534,3534,Mehmet D.,Adana,Teslim Edildi,2025-12-02,2025-12-03
KRG-3535,3535,Elif S.,Antalya,Teslim Edildi,2025-12-02,2025-12-04
KRG-3536,3536,Burak T.,Eskişehir,Teslim Edildi,2025-12-03,2025-12-04
KRG-3537,3537,Caner B.,Adana,Teslim Edildi,2025-12-02,2025-12-04
KRG-3538,3538,Fatma A.,İzmir,Teslim Edildi,2025-12-02,2025-12-04
KRG-3539,3539,Mehmet D.,Eskişehir,Teslim Edildi,2025-12-02,2025-12-05
KRG-3540,3540,Ayşe K.,Adana,Teslim Edildi,2025-12-02,2025-12-05
KRG-3541,3541,Ahmet Y.,Balıkesir,Teslim Edildi,2025-12-03,2025-12-05
KRG-3542,3542,Burak T.,Bursa,Teslim Edildi,2025-12-03,2025-12-06
KRG-3543,3543,Burak T.,Balıkesir,Teslim Edildi,2025-12-02,2025-12-03
KRG-3544,3544,Fatma A.,Kocaeli,Teslim Edildi,2025-12-03,2025-12-05
KRG-3545,3545,Caner B.,Balıkesir,Teslim Edildi,2025-12-02,2025-12-03
KRG-3546,3546,Ali M.,İstanbul,Teslim Edildi,2025-12-03,2025-12-04
KRG-3547,3547,Zeynep C.,Eskişehir,Teslim Edildi,2025-12-03,2025-12-06
KRG-3548,3548,Caner B.,İstanbul,Teslim Edildi,2025-12-03,2025-12-06
KRG-3549,3549,Zeynep C.,Samsun,Teslim Edildi,2025-12-03,2025-12-06
KRG-3550,3550,Ali M.,Ankara,Teslim Edildi,2025-12-03,2025-12-05
KRG-3551,3551,Mehmet D.,İzmir,Teslim Edildi,2025-12-03,2025-12-06
KRG-3552,3552,Ayşe K.,İstanbul,Teslim Edildi,2025-12-03,2025-12-04
KRG-3553,3553,Ayşe K.,Adana,Teslim Edildi,2025-12-03,2025-12-05
KRG-3554,3554,Cemre Y.,İstanbul,Teslim Edildi,2025-12-04,2025-12-06
KRG-3555,3555,Mehmet D.,Samsun,Teslim Edildi,2025-12-04,2025-12-06
KRG-3556,3556,Burak T.,Eskişehir,Teslim Edildi,2025-12-03,2025-12-06
KRG-3557,3557,Fatma A.,Adana,Teslim Edildi,2025-12-03,2025-12-06
KRG-3558,3558,Zeynep C.,İstanbul,Teslim Edildi,2025-12-03,2025-12-04
KRG-3559,3559,Burak T.,İzmir,Teslim Edildi,2025-12-04,2025-12-07
KRG-3560,3560,Caner B.,Antalya,Teslim Edildi,2025-12-04,2025-12-06
KRG-3561,3561,Cemre Y.,Ankara,Teslim Edildi,2025-12-04,2025-12-05
KRG-3562,3562,Ayşe K.,İzmir,Teslim Edildi,2025-12-03,2025-12-05
KRG-3563,3563,Ahmet Y.,İzmir,Teslim Edildi,2025-12-04,2025-12-07
KRG-3564,3564,Zeynep C.,Ankara,Teslim Edildi,2025-12-03,2025-12-05
KRG-3565,3565,Mehmet D.,Antalya,Teslim Edildi,2025-12-04,2025-12-06
KRG-3566,3566,Caner B.,İzmir,Teslim Edildi,2025-12-04,2025-12-07
KRG-3567,3567,Caner B.,Bursa,Teslim Edildi,2025-12-04,2025-12-07
KRG-3568,3568,Zeynep C.,Antalya,Teslim Edildi,2025-12-05,2025-12-07
KRG-3569,3569,Elif S.,Adana,Teslim Edildi,2025-12-04,2025-12-07
KRG-3570,3570,Ahmet Y.,Samsun,Teslim Edildi,2025-12-05,2025-12-08
KRG-3571,3571,Burak T.,Balıkesir,Teslim Edildi,2025-12-05,2025-12-08
KRG-3572,3572,Fatma A.,Balıkesir,Teslim Edildi,2025-12-05,2025-12-07
KRG-3573,3573,Caner B.,Ankara,Teslim Edildi,2025-12-05,2025-12-06
KRG-3574,3574,Zeynep C.,Antalya,Teslim Edildi,2025-12-05,2025-12-07
KRG-3575,3575,Mehmet D.,Kocaeli,Teslim Edildi,2025-12-06,2025-12-09
KRG-3576,3576,Cemre Y.,Eskişehir,Teslim Edildi,2025-12-05,2025-12-07
KRG-3578,3578,Mehmet D.,Eskişehir,Teslim Edildi,2025-12-05,2025-12-07
KRG-3579,3579,Mehmet D.,Balıkesir,Teslim Edildi,2025-12-05,2025-12-07
KRG-3580,3580,Ahmet Y.,Kocaeli,Teslim Edildi,2025-12-05,2025-12-08
KRG-3581,3581,Burak T.,Kocaeli,Teslim Edildi,2025-12-06,2025-12-08
KRG-3582,3582,Cemre Y.,Balıkesir,Teslim Edildi,2025-12-07,2025-12-09
KRG-3583,3583,Fatma A.,Adana,Teslim Edildi,2025-12-06,2025-12-09
KRG-3584,3584,Cemre Y.,Eskişehir,Teslim Edildi,2025-12-07,2025-12-08
KRG-3585,3585,Caner B.,Samsun,Teslim Edildi,2025-12-07,2025-12-08
KRG-3587,3587,Mehmet D.,Balıkesir,Teslim Edildi,2025-12-07,2025-12-10
KRG-3588,3588,Caner B.,İzmir,Teslim Edildi,2025-12-07,2025-12-08
KRG-3589,3589,Zeynep C.,İstanbul,Teslim Edildi,2025-12-06,2025-12-08
KRG-3590,3590,Caner B.,Antalya,Teslim Edildi,2025-12-07,2025-12-09
KRG-3591,3591,Burak T.,Ankara,Teslim Edildi,2025-12-06,2025-12-09
KRG-3592,3592,Elif S.,İstanbul,Teslim Edildi,2025-12-07,2025-12-08
KRG-3593,3593,Ali M.,Eskişehir,Teslim Edildi,2025-12-06,2025-12-08
KRG-3595,3595,Ayşe K.,Eskişehir,Teslim Edildi,2025-12-06,2025-12-07
KRG-3596,3596,Burak T.,Balıkesir,Teslim Edildi,2025-12-06,2025-12-08
KRG-3597,3597,Burak T.,Samsun,Teslim Edildi,2025-12-06,2025-12-07
KRG-3598,3598,Cemre Y.,İstanbul,Teslim Edildi,2025-12-06,2025-12-07
KRG-3599,3599,Elif S.,Balıkesir,Teslim Edildi,2025-12-07,2025-12-08
KRG-3600,3600,Cemre Y.,Eskişehir,Teslim Edildi,2025-12-06,2025-12-07
KRG-3601,3601,Zeynep C.,Bursa,Teslim Edildi,2025-12-06,2025-12-09
KRG-3602,3602,Burak T.,İzmir,Teslim Edildi,2025-12-08,2025-12-11
KRG-3603,3603,Zeynep C.,İstanbul,Teslim Edildi,2025-12-07,2025-12-10
KRG-3604,3604,Mehmet D.,Eskişehir,İade Teslim Alındı,2025-12-07,2025-12-09
KRG-3605,3605,Ayşe K.,Balıkesir,Teslim Edildi,2025-12-08,2025-12-11
KRG-3606,3606,Ahmet Y.,İzmir,Teslim Edildi,2025-12-08,2025-12-10
KRG-3607,3607,Zeynep C.,İstanbul,Teslim Edildi,2025-12-08,2025-12-10
KRG-3608,3608,Burak T.,İstanbul,İade Teslim Alındı,2025-12-07,2025-12-10
KRG-3609,3609,Cemre Y.,Kocaeli,Teslim Edildi,2025-12-09,2025-12-11
KRG-3610,3610,Elif S.,Adana,Teslim Edildi,2025-12-08,2025-12-11
KRG-3611,3611,Burak T.,Adana,Teslim Edildi,2025-12-08,2025-12-09
KRG-3612,3612,Mehmet D.,İstanbul,Teslim Edildi,2025-12-09,2025-12-11
KRG-3614,3614,Zeynep C.,Eskişehir,Teslim Edildi,2025-12-08,2025-12-11
KRG-3615,3615,Zeynep C.,Kocaeli,Teslim Edildi,2025-12-09,2025-12-11
KRG-3616,3616,Elif S.,Antalya,Teslim Edildi,2025-12-08,2025-12-10
KRG-3617,3617,Ali M.,Antalya,Teslim Edildi,2025-12-08,2025-12-11
KRG-3618,3618,Elif S.,Antalya,Teslim Edildi,2025-12-10,2025-12-12
KRG-3619,3619,Ahmet Y.,Adana,Teslim Edildi,2025-12-09,2025-12-10
KRG-3620,3620,Ali M.,Ankara,Teslim Edildi,2025-12-09,2025-12-11
KRG-3621,3621,Burak T.,Antalya,Teslim Edildi,2025-12-09,2025-12-11
KRG-3622,3622,Fatma A.,Adana,Teslim Edildi,2025-12-10,2025-12-13
KRG-3623,3623,Elif S.,İstanbul,Teslim Edildi,2025-12-10,2025-12-11
KRG-3624,3624,Ayşe K.,Eskişehir,İade Teslim Alındı,2025-12-10,2025-12-11
KRG-3625,3625,Caner B.,Eskişehir,Teslim Edildi,2025-12-11,2025-12-13
KRG-3626,3626,Caner B.,Ankara,Teslim Edildi,2025-12-11,2025-12-13
KRG-3627,3627,Fatma A.,Samsun,Teslim Edildi,2025-12-10,2025-12-12
KRG-3628,3628,Ali M.,Bursa,Teslim Edildi,2025-12-11,2025-12-12
KRG-3629,3629,Zeynep C.,Bursa,Teslim Edildi,2025-12-11,2025-12-14
KRG-3630,3630,Mehmet D.,Antalya,Teslim Edildi,2025-12-11,2025-12-13
KRG-3631,3631,Mehmet D.,Antalya,Teslim Edildi,2025-12-11,2025-12-13
KRG-3632,3632,Burak T.,İzmir,Teslim Edildi,2025-12-11,2025-12-12
KRG-3633,3633,Elif S.,Ankara,Teslim Edildi,2025-12-10,2025-12-13
KRG-3634,3634,Fatma A.,Ankara,Teslim Edildi,2025-12-10,2025-12-11
KRG-3635,3635,Zeynep C.,Samsun,Teslim Edildi,2025-12-11,2025-12-12
KRG-3636,3636,Burak T.,Kocaeli,Teslim Edildi,2025-12-11,2025-12-13
KRG-3637,3637,Elif S.,Balıkesir,Teslim Edildi,2025-12-10,2025-12-11
KRG-3638,3638,Fatma A.,Adana,Teslim Edildi,2025-12-11,2025-12-13
KRG-3639,3639,Burak T.,İstanbul,Teslim Edildi,2025-12-11,2025-12-12
KRG-3640,3640,Zeynep C.,Adana,Teslim Edildi,2025-12-12,2025-12-14
KRG-3641,3641,Ali M.,Balıkesir,Teslim Edildi,2025-12-11,2025-12-14
KRG-3642,3642,Zeynep C.,İstanbul,Teslim Edildi,2025-12-12,2025-12-14
KRG-3643,3643,Elif S.,Samsun,Teslim Edildi,2025-12-12,2025-12-14
KRG-3644,3644,Caner B.,Adana,İade Teslim Alındı,2025-12-11,2025-12-13
KRG-3645,3645,Ali M.,İzmir,İade Teslim Alındı,2025-12-11,2025-12-14
KRG-3647,3647,Cemre Y.,Antalya,Teslim Edildi,2025-12-11,2025-12-12
KRG-3648,3648,Burak T.,Adana,Teslim Edildi,2025-12-11,2025-12-13
KRG-3649,3649,Cemre Y.,Antalya,Teslim Edildi,2025-12-12,2025-12-15
KRG-3650,3650,Elif S.,Adana,Teslim Edildi,2025-12-12,2025-12-14
KRG-3651,3651,Zeynep C.,Kocaeli,Teslim Edildi,2025-12-13,2025-12-15
KRG-3653,3653,Ahmet Y.,Adana,Teslim Edildi,2025-12-13,2025-12-15
KRG-3654,3654,Mehmet D.,Ankara,Teslim Edildi,2025-12-13,2025-12-15
KRG-3655,3655,Burak T.,Bursa,Teslim Edildi,2025-12-12,2025-12-14
KRG-3656,3656,Cemre Y.,Samsun,Teslim Edildi,2025-12-12,2025-12-14
KRG-3657,3657,Burak T.,İstanbul,Teslim Edildi,2025-12-12,2025-12-15
KRG-3658,3658,Zeynep C.,Ankara,Teslim Edildi,2025-12-12,2025-12-14
KRG-3659,3659,Burak T.,Adana,Teslim Edildi,2025-12-13,2025-12-15
KRG-3660,3660,Zeynep C.,Balıkesir,Teslim Edildi,2025-12-14,2025-12-17
KRG-3661,3661,Fatma A.,Balıkesir,Teslim Edildi,2025-12-14,2025-12-15
KRG-3662,3662,Fatma A.,Samsun,Teslim Edildi,2025-12-14,2025-12-17
KRG-3663,3663,Zeynep C.,Bursa,Teslim Edildi,2025-12-14,2025-12-16
KRG-3664,3664,Ayşe K.,Samsun,İade Teslim Alındı,2025-12-13,2025-12-14
KRG-3665,3665,Fatma A.,Kocaeli,Teslim Edildi,2025-12-14,2025-12-16
KRG-3666,3666,Ahmet Y.,Eskişehir,Teslim Edildi,2025-12-14,2025-12-15
KRG-3667,3667,Ayşe K.,Eskişehir,İade Teslim Alındı,2025-12-13,2025-12-14
KRG-3668,3668,Ayşe K.,Samsun,Teslim Edildi,2025-12-14,2025-12-15
KRG-3669,3669,Zeynep C.,Kocaeli,Teslim Edildi,2025-12-14,2025-12-16
KRG-3670,3670,Ahmet Y.,Balıkesir,Teslim Edildi,2025-12-14,2025-12-17
KRG-3672,3672,Ayşe K.,İzmir,Teslim Edildi,2025-12-14,2025-12-17
KRG-3673,3673,Ayşe K.,İzmir,Teslim Edildi,2025-12-14,2025-12-16
KRG-3674,3674,Fatma A.,Kocaeli,Teslim Edildi,2025-12-14,2025-12-16
KRG-3675,3675,Ayşe K.,Kocaeli,Teslim Edildi,2025-12-14,2025-12-16
KRG-3676,3676,Caner B.,Balıkesir,Teslim Edildi,2025-12-13,2025-12-14
KRG-3677,3677,Caner B.,Samsun,Teslim Edildi,2025-12-13,2025-12-14
KRG-3678,3678,Mehmet D.,Adana,Teslim Edildi,2025-12-13,2025-12-16
KRG-3679,3679,Elif S.,Antalya,Teslim Edildi,2025-12-15,2025-12-18
KRG-3680,3680,Caner B.,Kocaeli,Teslim Edildi,2025-12-14,2025-12-15
KRG-3681,3681,Mehmet D.,İzmir,Teslim Edildi,2025-12-14,2025-12-16
KRG-3682,3682,Fatma A.,İstanbul,Teslim Edildi,2025-12-14,2025-12-15
KRG-3683,3683,Cemre Y.,İstanbul,Teslim Edildi,2025-12-14,2025-12-16
KRG-3684,3684,Ali M.,Eskişehir,Teslim Edildi,2025-12-14,2025-12-15
KRG-3686,3686,Elif S.,Adana,Teslim Edildi,2025-12-15,2025-12-18
KRG-3687,3687,Mehmet D.,Adana,Teslim Edildi,2025-12-14,2025-12-15
KRG-3688,3688,Ahmet Y.,Ankara,Teslim Edildi,2025-12-15,2025-12-18
KRG-3689,3689,Mehmet D.,Antalya,Teslim Edildi,2025-12-14,2025-12-15
KRG-3690,3690,Fatma A.,Balıkesir,Teslim Edildi,2025-12-15,2025-12-17
KRG-3691,3691,Ahmet Y.,Adana,Teslim Edildi,2025-12-14,2025-12-15
KRG-3692,3692,Burak T.,Ankara,Teslim Edildi,2025-12-16,2025-12-18
KRG-3693,3693,Ali M.,Adana,Teslim Edildi,2025-12-15,2025-12-16
KRG-3694,3694,Ahmet Y.,Kocaeli,Teslim Edildi,2025-12-15,2025-12-16
KRG-3695,3695,Mehmet D.,Bursa,Teslim Edildi,2025-12-15,2025-12-18
KRG-3696,3696,Ahmet Y.,Samsun,Teslim Edildi,2025-12-16,2025-12-18
KRG-3697,3697,Fatma A.,Ankara,Teslim Edildi,2025-12-16,2025-12-18
KRG-3698,3698,Ahmet Y.,Bursa,Teslim Edildi,2025-12-16,2025-12-19
KRG-3699,3699,Zeynep C.,Kocaeli,Teslim Edildi,2025-12-16,2025-12-17
KRG-3700,3700,Ayşe K.,Bursa,Teslim Edildi,2025-12-16,2025-12-19
KRG-3701,3701,Fatma A.,Ankara,Teslim Edildi,2025-12-17,2025-12-20
KRG-3702,3702,Caner B.,Samsun,Teslim Edildi,2025-12-17,2025-12-20
KRG-3703,3703,Zeynep C.,Bursa,Teslim Edildi,2025-12-17,2025-12-19
KRG-3704,3704,Ahmet Y.,Antalya,Teslim Edildi,2025-12-17,2025-12-20
KRG-3705,3705,Mehmet D.,Balıkesir,Teslim Edildi,2025-12-16,2025-12-17
KRG-3706,3706,Caner B.,Antalya,Teslim Edildi,2025-12-18,2025-12-20
KRG-3707,3707,Ali M.,Adana,Teslim Edildi,2025-12-18,2025-12-20
KRG-3708,3708,Zeynep C.,İstanbul,Teslim Edildi,2025-12-18,2025-12-19
KRG-3709,3709,Zeynep C.,İzmir,İade Teslim Alındı,2025-12-18,2025-12-19
KRG-3710,3710,Caner B.,Ankara,Teslim Edildi,2025-12-17,2025-12-20
KRG-3711,3711,Ali M.,İzmir,Teslim Edildi,2025-12-17,2025-12-19
KRG-3712,3712,Fatma A.,Antalya,Teslim Edildi,2025-12-18,2025-12-20
KRG-3713,3713,Zeynep C.,Ankara,Teslim Edildi,2025-12-17,2025-12-20
KRG-3715,3715,Fatma A.,Eskişehir,Teslim Edildi,2025-12-18,2025-12-20
KRG-3716,3716,Mehmet D.,Balıkesir,Teslim Edildi,2025-12-18,2025-12-19
KRG-3717,3717,Cemre Y.,Eskişehir,İade Teslim Alındı,2025-12-18,2025-12-20
KRG-3718,3718,Zeynep C.,Antalya,Teslim Edildi,2025-12-17,2025-12-18
KRG-3719,3719,Elif S.,Kocaeli,Teslim Edildi,2025-12-19,2025-12-20
KRG-3720,3720,Ahmet Y.,Eskişehir,Teslim Edildi,2025-12-19,2025-12-22
KRG-3721,3721,Mehmet D.,Kocaeli,Teslim Edildi,2025-12-19,2025-12-21
KRG-3722,3722,Fatma A.,Bursa,Teslim Edildi,2025-12-18,2025-12-19
KRG-3723,3723,Ahmet Y.,Balıkesir,Teslim Edildi,2025-12-19,2025-12-21
KRG-3724,3724,Ali M.,Bursa,Teslim Edildi,2025-12-18,2025-12-20
KRG-3725,3725,Caner B.,Ankara,Teslim Edildi,2025-12-18,2025-12-20
